,record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,genus,species,taxa
1210,33586,3,13,2002,2,NL,F,32.0,196.0,Neotoma,albigula,Rodent
1211,33629,3,13,2002,21,NL,F,30.0,168.0,Neotoma,albigula,Rodent
1212,33635,3,13,2002,20,NL,F,33.0,204.0,Neotoma,albigula,Rodent
1213,33666,3,14,2002,6,NL,F,33.0,188.0,Neotoma,albigula,Rodent
1214,33739,4,16,2002,1,NL,M,34.0,227.0,Neotoma,albigula,Rodent
1215,33837,4,17,2002,2,NL,F,,190.0,Neotoma,albigula,Rodent
1216,33847,4,17,2002,2,NL,F,30.0,149.0,Neotoma,albigula,Rodent
1217,33924,4,17,2002,20,NL,F,32.0,170.0,Neotoma,albigula,Rodent
1218,33933,4,17,2002,17,NL,F,30.0,174.0,Neotoma,albigula,Rodent
1219,33950,5,15,2002,1,NL,M,30.0,205.0,Neotoma,albigula,Rodent
1220,33951,5,15,2002,1,NL,F,30.0,138.0,Neotoma,albigula,Rodent
1221,33966,5,15,2002,2,NL,F,31.0,188.0,Neotoma,albigula,Rodent
1222,34012,5,15,2002,17,NL,M,31.0,169.0,Neotoma,albigula,Rodent
1223,34022,5,15,2002,20,NL,F,31.0,171.0,Neotoma,albigula,Rodent
1224,34198,6,15,2002,2,NL,F,31.0,139.0,Neotoma,albigula,Rodent
1225,34277,6,15,2002,20,NL,F,31.0,164.0,Neotoma,albigula,Rodent
1226,34279,6,15,2002,24,NL,M,,139.0,Neotoma,albigula,Rodent
1227,34387,6,16,2002,14,NL,M,31.0,203.0,Neotoma,albigula,Rodent
1228,34442,7,13,2002,12,NL,F,33.0,164.0,Neotoma,albigula,Rodent
1229,34529,7,13,2002,24,NL,F,29.0,90.0,Neotoma,albigula,Rodent
1230,34531,7,13,2002,24,NL,,,,Neotoma,albigula,Rodent
1231,34581,7,14,2002,6,NL,,,,Neotoma,albigula,Rodent
1232,34677,9,8,2002,12,NL,F,32.0,210.0,Neotoma,albigula,Rodent
1233,34688,9,8,2002,17,NL,M,32.0,162.0,Neotoma,albigula,Rodent
1234,34690,9,8,2002,20,NL,F,33.0,202.0,Neotoma,albigula,Rodent
1235,34783,10,5,2002,2,NL,M,36.0,226.0,Neotoma,albigula,Rodent
1236,34796,10,5,2002,17,NL,M,34.0,200.0,Neotoma,albigula,Rodent
1237,34827,10,5,2002,12,NL,F,30.0,200.0,Neotoma,albigula,Rodent
1238,34860,10,5,2002,20,NL,F,32.0,190.0,Neotoma,albigula,Rodent
1239,34864,10,5,2002,24,NL,M,28.0,194.0,Neotoma,albigula,Rodent
1240,34991,11,9,2002,2,NL,M,33.0,238.0,Neotoma,albigula,Rodent
1241,35036,11,9,2002,12,NL,F,36.0,188.0,Neotoma,albigula,Rodent
1242,35199,12,7,2002,1,NL,F,28.0,196.0,Neotoma,albigula,Rodent
1243,35212,12,7,2002,2,NL,M,33.0,248.0,Neotoma,albigula,Rodent
1244,35231,12,7,2002,18,NL,F,32.0,154.0,Neotoma,albigula,Rodent
1245,35249,12,7,2002,12,NL,F,33.0,212.0,Neotoma,albigula,Rodent
1246,35284,12,7,2002,24,NL,M,35.0,225.0,Neotoma,albigula,Rodent
1247,35404,12,29,2002,2,NL,F,30.0,,Neotoma,albigula,Rodent
1248,35415,12,29,2002,12,NL,F,33.0,200.0,Neotoma,albigula,Rodent
1249,35435,12,29,2002,18,NL,F,31.0,150.0,Neotoma,albigula,Rodent
1250,35459,12,29,2002,20,NL,F,29.0,148.0,Neotoma,albigula,Rodent
1251,35479,12,29,2002,24,NL,M,32.0,224.0,Neotoma,albigula,Rodent
1252,3,7,16,1977,2,DM,F,37.0,,Dipodomys,merriami,Rodent
1253,4,7,16,1977,7,DM,M,36.0,,Dipodomys,merriami,Rodent
1254,5,7,16,1977,3,DM,M,35.0,,Dipodomys,merriami,Rodent
1255,8,7,16,1977,1,DM,M,37.0,,Dipodomys,merriami,Rodent
1256,9,7,16,1977,1,DM,F,34.0,,Dipodomys,merriami,Rodent
1257,12,7,16,1977,7,DM,M,38.0,,Dipodomys,merriami,Rodent
1258,13,7,16,1977,3,DM,M,35.0,,Dipodomys,merriami,Rodent
1259,14,7,16,1977,8,DM,,,,Dipodomys,merriami,Rodent
1260,15,7,16,1977,6,DM,F,36.0,,Dipodomys,merriami,Rodent
1261,16,7,16,1977,4,DM,F,36.0,,Dipodomys,merriami,Rodent
1262,21,7,17,1977,14,DM,F,34.0,,Dipodomys,merriami,Rodent
1263,23,7,17,1977,13,DM,M,36.0,,Dipodomys,merriami,Rodent
1264,25,7,17,1977,9,DM,M,35.0,,Dipodomys,merriami,Rodent
1265,26,7,17,1977,15,DM,M,31.0,,Dipodomys,merriami,Rodent
1266,27,7,17,1977,15,DM,M,36.0,,Dipodomys,merriami,Rodent
1267,28,7,17,1977,11,DM,M,38.0,,Dipodomys,merriami,Rodent
1268,31,7,17,1977,15,DM,F,37.0,,Dipodomys,merriami,Rodent
1269,32,7,17,1977,10,DM,F,35.0,,Dipodomys,merriami,Rodent
1270,33,7,17,1977,11,DM,F,36.0,,Dipodomys,merriami,Rodent
1271,34,7,17,1977,17,DM,,,,Dipodomys,merriami,Rodent
1272,35,7,17,1977,13,DM,F,38.0,,Dipodomys,merriami,Rodent
1273,37,7,17,1977,11,DM,F,35.0,,Dipodomys,merriami,Rodent
1274,39,7,17,1977,11,DM,F,36.0,,Dipodomys,merriami,Rodent
1275,40,7,18,1977,20,DM,M,36.0,,Dipodomys,merriami,Rodent
1276,41,7,18,1977,23,DM,F,34.0,,Dipodomys,merriami,Rodent
1277,43,7,18,1977,21,DM,M,36.0,,Dipodomys,merriami,Rodent
1278,44,7,18,1977,18,DM,F,35.0,,Dipodomys,merriami,Rodent
1279,45,7,18,1977,22,DM,M,36.0,,Dipodomys,merriami,Rodent
1280,46,7,18,1977,19,DM,M,35.0,,Dipodomys,merriami,Rodent
1281,47,7,18,1977,18,DM,M,32.0,,Dipodomys,merriami,Rodent
1282,48,7,18,1977,20,DM,F,36.0,,Dipodomys,merriami,Rodent
1283,50,7,18,1977,18,DM,F,32.0,,Dipodomys,merriami,Rodent
1284,51,7,18,1977,21,DM,F,36.0,,Dipodomys,merriami,Rodent
1285,52,7,18,1977,12,DM,F,26.0,,Dipodomys,merriami,Rodent
1286,53,7,18,1977,22,DM,M,36.0,,Dipodomys,merriami,Rodent
1287,54,7,18,1977,18,DM,M,37.0,,Dipodomys,merriami,Rodent
1288,55,7,18,1977,23,DM,M,36.0,,Dipodomys,merriami,Rodent
1289,56,7,18,1977,20,DM,M,34.0,,Dipodomys,merriami,Rodent
1290,57,7,18,1977,22,DM,,,,Dipodomys,merriami,Rodent
1291,59,7,18,1977,19,DM,M,33.0,,Dipodomys,merriami,Rodent
1292,61,7,18,1977,23,DM,M,35.0,,Dipodomys,merriami,Rodent
1293,62,7,18,1977,19,DM,M,35.0,,Dipodomys,merriami,Rodent
1294,63,8,19,1977,3,DM,M,35.0,40.0,Dipodomys,merriami,Rodent
1295,64,8,19,1977,7,DM,M,37.0,48.0,Dipodomys,merriami,Rodent
1296,65,8,19,1977,4,DM,F,34.0,29.0,Dipodomys,merriami,Rodent
1297,66,8,19,1977,4,DM,F,35.0,46.0,Dipodomys,merriami,Rodent
1298,67,8,19,1977,7,DM,M,35.0,36.0,Dipodomys,merriami,Rodent
1299,71,8,19,1977,7,DM,F,36.0,35.0,Dipodomys,merriami,Rodent
1300,75,8,19,1977,8,DM,F,32.0,22.0,Dipodomys,merriami,Rodent
1301,79,8,19,1977,7,DM,F,34.0,42.0,Dipodomys,merriami,Rodent
1302,82,8,19,1977,4,DM,F,35.0,41.0,Dipodomys,merriami,Rodent
1303,83,8,20,1977,6,DM,F,37.0,37.0,Dipodomys,merriami,Rodent
1304,84,8,20,1977,19,DM,F,35.0,43.0,Dipodomys,merriami,Rodent
1305,85,8,20,1977,23,DM,F,35.0,41.0,Dipodomys,merriami,Rodent
1306,86,8,20,1977,18,DM,F,33.0,40.0,Dipodomys,merriami,Rodent
1307,88,8,20,1977,18,DM,F,35.0,45.0,Dipodomys,merriami,Rodent
1308,90,8,20,1977,18,DM,M,35.0,29.0,Dipodomys,merriami,Rodent
1309,92,8,20,1977,6,DM,M,35.0,39.0,Dipodomys,merriami,Rodent
1310,93,8,20,1977,18,DM,,,42.0,Dipodomys,merriami,Rodent
1311,94,8,20,1977,18,DM,F,36.0,43.0,Dipodomys,merriami,Rodent
1312,95,8,20,1977,23,DM,M,38.0,46.0,Dipodomys,merriami,Rodent
1313,96,8,20,1977,12,DM,M,36.0,41.0,Dipodomys,merriami,Rodent
1314,97,8,20,1977,18,DM,M,36.0,41.0,Dipodomys,merriami,Rodent
1315,98,8,20,1977,5,DM,M,38.0,40.0,Dipodomys,merriami,Rodent
1316,99,8,20,1977,11,DM,M,37.0,45.0,Dipodomys,merriami,Rodent
1317,101,8,20,1977,5,DM,F,35.0,46.0,Dipodomys,merriami,Rodent
1318,102,8,20,1977,23,DM,F,35.0,40.0,Dipodomys,merriami,Rodent
1319,103,8,20,1977,18,DM,F,35.0,30.0,Dipodomys,merriami,Rodent
1320,105,8,20,1977,19,DM,M,35.0,39.0,Dipodomys,merriami,Rodent
1321,109,8,20,1977,6,DM,M,35.0,34.0,Dipodomys,merriami,Rodent
1322,111,8,20,1977,11,DM,F,37.0,42.0,Dipodomys,merriami,Rodent
1323,112,8,20,1977,23,DM,M,37.0,42.0,Dipodomys,merriami,Rodent
1324,114,8,21,1977,15,DM,F,32.0,,Dipodomys,merriami,Rodent
1325,115,8,21,1977,21,DM,M,34.0,,Dipodomys,merriami,Rodent
1326,116,8,21,1977,13,DM,F,37.0,31.0,Dipodomys,merriami,Rodent
1327,118,8,21,1977,17,DM,M,33.0,,Dipodomys,merriami,Rodent
1328,119,8,21,1977,20,DM,M,35.0,,Dipodomys,merriami,Rodent
1329,120,8,21,1977,20,DM,M,35.0,,Dipodomys,merriami,Rodent
1330,122,8,21,1977,22,DM,F,33.0,,Dipodomys,merriami,Rodent
1331,123,8,21,1977,17,DM,M,37.0,,Dipodomys,merriami,Rodent
1332,124,8,21,1977,14,DM,M,36.0,,Dipodomys,merriami,Rodent
1333,125,8,21,1977,22,DM,M,35.0,,Dipodomys,merriami,Rodent
1334,126,8,21,1977,20,DM,F,30.0,,Dipodomys,merriami,Rodent
1335,127,8,21,1977,14,DM,M,33.0,,Dipodomys,merriami,Rodent
1336,128,8,21,1977,15,DM,M,34.0,,Dipodomys,merriami,Rodent
1337,129,8,21,1977,14,DM,F,34.0,,Dipodomys,merriami,Rodent
1338,130,8,21,1977,16,DM,F,34.0,,Dipodomys,merriami,Rodent
1339,131,8,21,1977,22,DM,M,37.0,,Dipodomys,merriami,Rodent
1340,132,8,21,1977,22,DM,F,33.0,,Dipodomys,merriami,Rodent
1341,133,8,21,1977,15,DM,M,37.0,,Dipodomys,merriami,Rodent
1342,135,8,21,1977,15,DM,F,35.0,,Dipodomys,merriami,Rodent
1343,137,8,21,1977,20,DM,F,35.0,,Dipodomys,merriami,Rodent
1344,138,8,21,1977,22,DM,M,37.0,,Dipodomys,merriami,Rodent
1345,140,8,21,1977,20,DM,M,33.0,,Dipodomys,merriami,Rodent
1346,141,8,21,1977,16,DM,M,36.0,,Dipodomys,merriami,Rodent
1347,142,8,21,1977,17,DM,F,34.0,,Dipodomys,merriami,Rodent
1348,143,8,21,1977,15,DM,M,35.0,,Dipodomys,merriami,Rodent
1349,145,8,21,1977,13,DM,F,37.0,,Dipodomys,merriami,Rodent
1350,146,8,21,1977,13,DM,F,36.0,40.0,Dipodomys,merriami,Rodent
1351,147,8,21,1977,13,DM,M,37.0,,Dipodomys,merriami,Rodent
1352,148,8,21,1977,14,DM,M,37.0,,Dipodomys,merriami,Rodent
1353,150,8,21,1977,21,DM,M,35.0,,Dipodomys,merriami,Rodent
1354,151,8,21,1977,13,DM,M,35.0,,Dipodomys,merriami,Rodent
1355,152,8,21,1977,14,DM,M,38.0,,Dipodomys,merriami,Rodent
1356,156,8,21,1977,21,DM,M,35.0,,Dipodomys,merriami,Rodent
1357,157,9,11,1977,20,DM,M,36.0,37.0,Dipodomys,merriami,Rodent
1358,158,9,11,1977,22,DM,M,36.0,48.0,Dipodomys,merriami,Rodent
1359,160,9,11,1977,21,DM,M,37.0,,Dipodomys,merriami,Rodent
1360,161,9,11,1977,5,DM,M,37.0,42.0,Dipodomys,merriami,Rodent
1361,162,9,11,1977,6,DM,F,39.0,45.0,Dipodomys,merriami,Rodent
1362,164,9,11,1977,22,DM,F,36.0,36.0,Dipodomys,merriami,Rodent
1363,167,9,11,1977,6,DM,M,36.0,42.0,Dipodomys,merriami,Rodent
1364,168,9,11,1977,12,DM,M,36.0,44.0,Dipodomys,merriami,Rodent
1365,169,9,11,1977,5,DM,M,37.0,,Dipodomys,merriami,Rodent
1366,170,9,11,1977,20,DM,F,36.0,41.0,Dipodomys,merriami,Rodent
1367,173,9,11,1977,12,DM,F,36.0,40.0,Dipodomys,merriami,Rodent
1368,174,9,11,1977,12,DM,M,37.0,34.0,Dipodomys,merriami,Rodent
1369,175,9,11,1977,19,DM,M,33.0,40.0,Dipodomys,merriami,Rodent
1370,178,9,11,1977,18,DM,M,33.0,44.0,Dipodomys,merriami,Rodent
1371,179,9,11,1977,12,DM,M,37.0,44.0,Dipodomys,merriami,Rodent
1372,180,9,11,1977,6,DM,M,34.0,36.0,Dipodomys,merriami,Rodent
1373,181,9,11,1977,20,DM,M,35.0,33.0,Dipodomys,merriami,Rodent
1374,183,9,11,1977,5,DM,F,37.0,46.0,Dipodomys,merriami,Rodent
1375,186,9,11,1977,19,DM,F,34.0,35.0,Dipodomys,merriami,Rodent
1376,187,9,12,1977,17,DM,M,36.0,46.0,Dipodomys,merriami,Rodent
1377,189,9,12,1977,17,DM,F,33.0,37.0,Dipodomys,merriami,Rodent
1378,190,9,12,1977,7,DM,M,36.0,34.0,Dipodomys,merriami,Rodent
1379,192,9,12,1977,4,DM,F,36.0,45.0,Dipodomys,merriami,Rodent
1380,197,9,12,1977,14,DM,M,37.0,51.0,Dipodomys,merriami,Rodent
1381,198,9,12,1977,4,DM,M,35.0,39.0,Dipodomys,merriami,Rodent
1382,199,9,12,1977,11,DM,M,36.0,29.0,Dipodomys,merriami,Rodent
1383,202,9,12,1977,17,DM,F,32.0,48.0,Dipodomys,merriami,Rodent
1384,203,9,12,1977,11,DM,M,38.0,46.0,Dipodomys,merriami,Rodent
1385,204,9,12,1977,16,DM,F,37.0,41.0,Dipodomys,merriami,Rodent
1386,208,9,12,1977,14,DM,M,37.0,45.0,Dipodomys,merriami,Rodent
1387,209,9,12,1977,17,DM,F,35.0,42.0,Dipodomys,merriami,Rodent
1388,210,9,12,1977,11,DM,F,36.0,53.0,Dipodomys,merriami,Rodent
1389,213,9,12,1977,14,DM,F,35.0,49.0,Dipodomys,merriami,Rodent
1390,215,9,12,1977,14,DM,F,36.0,46.0,Dipodomys,merriami,Rodent
1391,219,9,13,1977,13,DM,M,36.0,48.0,Dipodomys,merriami,Rodent
1392,221,9,13,1977,3,DM,,,,Dipodomys,merriami,Rodent
1393,225,9,13,1977,15,DM,,,,Dipodomys,merriami,Rodent
1394,226,9,13,1977,2,DM,M,37.0,51.0,Dipodomys,merriami,Rodent
1395,227,9,13,1977,15,DM,,,,Dipodomys,merriami,Rodent
1396,228,9,13,1977,9,DM,M,38.0,50.0,Dipodomys,merriami,Rodent
1397,229,9,13,1977,13,DM,M,35.0,44.0,Dipodomys,merriami,Rodent
1398,230,9,13,1977,15,DM,,,,Dipodomys,merriami,Rodent
1399,233,9,13,1977,2,DM,M,25.0,44.0,Dipodomys,merriami,Rodent
1400,234,9,13,1977,9,DM,M,35.0,45.0,Dipodomys,merriami,Rodent
1401,235,9,13,1977,13,DM,F,37.0,45.0,Dipodomys,merriami,Rodent
1402,243,10,16,1977,6,DM,F,38.0,44.0,Dipodomys,merriami,Rodent
1403,244,10,16,1977,22,DM,F,36.0,42.0,Dipodomys,merriami,Rodent
1404,245,10,16,1977,2,DM,M,37.0,39.0,Dipodomys,merriami,Rodent
1405,246,10,16,1977,13,DM,M,37.0,47.0,Dipodomys,merriami,Rodent
1406,249,10,16,1977,13,DM,M,36.0,42.0,Dipodomys,merriami,Rodent
1407,251,10,16,1977,2,DM,M,36.0,49.0,Dipodomys,merriami,Rodent
1408,253,10,16,1977,20,DM,M,38.0,39.0,Dipodomys,merriami,Rodent
1409,254,10,16,1977,20,DM,F,36.0,43.0,Dipodomys,merriami,Rodent
1410,255,10,16,1977,18,DM,M,35.0,50.0,Dipodomys,merriami,Rodent
1411,256,10,16,1977,6,DM,M,36.0,41.0,Dipodomys,merriami,Rodent
1412,257,10,16,1977,2,DM,M,37.0,47.0,Dipodomys,merriami,Rodent
1413,258,10,16,1977,18,DM,F,36.0,37.0,Dipodomys,merriami,Rodent
1414,259,10,16,1977,2,DM,M,36.0,41.0,Dipodomys,merriami,Rodent
1415,260,10,16,1977,22,DM,F,36.0,36.0,Dipodomys,merriami,Rodent
1416,261,10,16,1977,6,DM,M,36.0,45.0,Dipodomys,merriami,Rodent
1417,263,10,16,1977,1,DM,M,37.0,40.0,Dipodomys,merriami,Rodent
1418,265,10,16,1977,9,DM,M,38.0,49.0,Dipodomys,merriami,Rodent
1419,268,10,16,1977,2,DM,F,36.0,55.0,Dipodomys,merriami,Rodent
1420,269,10,16,1977,6,DM,M,37.0,46.0,Dipodomys,merriami,Rodent
1421,270,10,16,1977,1,DM,F,36.0,38.0,Dipodomys,merriami,Rodent
1422,273,10,16,1977,9,DM,M,37.0,44.0,Dipodomys,merriami,Rodent
1423,275,10,16,1977,20,DM,M,37.0,41.0,Dipodomys,merriami,Rodent
1424,280,10,16,1977,18,DM,M,37.0,46.0,Dipodomys,merriami,Rodent
1425,283,10,16,1977,6,DM,M,34.0,36.0,Dipodomys,merriami,Rodent
1426,284,10,16,1977,13,DM,M,37.0,44.0,Dipodomys,merriami,Rodent
1427,285,10,16,1977,1,DM,M,36.0,53.0,Dipodomys,merriami,Rodent
1428,287,10,17,1977,17,DM,M,38.0,41.0,Dipodomys,merriami,Rodent
1429,288,10,17,1977,17,DM,M,37.0,48.0,Dipodomys,merriami,Rodent
1430,289,10,17,1977,14,DM,M,38.0,47.0,Dipodomys,merriami,Rodent
1431,290,10,17,1977,17,DM,F,33.0,,Dipodomys,merriami,Rodent
1432,293,10,17,1977,4,DM,F,36.0,42.0,Dipodomys,merriami,Rodent
1433,295,10,17,1977,11,DM,M,36.0,41.0,Dipodomys,merriami,Rodent
1434,298,10,17,1977,19,DM,M,36.0,49.0,Dipodomys,merriami,Rodent
1435,302,10,17,1977,19,DM,F,36.0,44.0,Dipodomys,merriami,Rodent
1436,303,10,17,1977,3,DM,M,36.0,31.0,Dipodomys,merriami,Rodent
1437,304,10,17,1977,21,DM,M,37.0,40.0,Dipodomys,merriami,Rodent
1438,305,10,17,1977,14,DM,F,35.0,40.0,Dipodomys,merriami,Rodent
1439,306,10,17,1977,16,DM,M,33.0,23.0,Dipodomys,merriami,Rodent
1440,307,10,17,1977,19,DM,M,36.0,42.0,Dipodomys,merriami,Rodent
1441,312,10,17,1977,11,DM,F,36.0,42.0,Dipodomys,merriami,Rodent
1442,313,10,17,1977,19,DM,M,35.0,31.0,Dipodomys,merriami,Rodent
1443,315,10,17,1977,3,DM,M,36.0,39.0,Dipodomys,merriami,Rodent
1444,316,10,17,1977,15,DM,M,37.0,48.0,Dipodomys,merriami,Rodent
1445,318,10,17,1977,17,DM,M,33.0,29.0,Dipodomys,merriami,Rodent
1446,319,10,17,1977,14,DM,M,36.0,45.0,Dipodomys,merriami,Rodent
1447,320,10,17,1977,17,DM,F,35.0,39.0,Dipodomys,merriami,Rodent
1448,328,10,18,1977,16,DM,F,,43.0,Dipodomys,merriami,Rodent
1449,330,10,18,1977,5,DM,M,37.0,43.0,Dipodomys,merriami,Rodent
1450,334,10,18,1977,5,DM,F,37.0,45.0,Dipodomys,merriami,Rodent
1451,336,10,18,1977,12,DM,M,36.0,40.0,Dipodomys,merriami,Rodent
1452,338,10,18,1977,12,DM,M,37.0,41.0,Dipodomys,merriami,Rodent
1453,340,10,18,1977,12,DM,F,36.0,39.0,Dipodomys,merriami,Rodent
1454,342,10,18,1977,16,DM,M,34.0,25.0,Dipodomys,merriami,Rodent
1455,345,11,12,1977,22,DM,F,34.0,45.0,Dipodomys,merriami,Rodent
1456,346,11,12,1977,2,DM,F,37.0,36.0,Dipodomys,merriami,Rodent
1457,347,11,12,1977,6,DM,F,38.0,40.0,Dipodomys,merriami,Rodent
1458,348,11,12,1977,13,DM,M,36.0,44.0,Dipodomys,merriami,Rodent
1459,350,11,12,1977,2,DM,M,37.0,47.0,Dipodomys,merriami,Rodent
1460,352,11,12,1977,1,DM,M,36.0,40.0,Dipodomys,merriami,Rodent
1461,354,11,12,1977,2,DM,M,38.0,44.0,Dipodomys,merriami,Rodent
1462,359,11,12,1977,18,DM,M,36.0,40.0,Dipodomys,merriami,Rodent
1463,360,11,12,1977,20,DM,F,35.0,39.0,Dipodomys,merriami,Rodent
1464,361,11,12,1977,2,DM,F,36.0,40.0,Dipodomys,merriami,Rodent
1465,364,11,12,1977,9,DM,M,37.0,46.0,Dipodomys,merriami,Rodent
1466,365,11,12,1977,1,DM,F,38.0,35.0,Dipodomys,merriami,Rodent
1467,369,11,12,1977,20,DM,F,36.0,39.0,Dipodomys,merriami,Rodent
1468,370,11,12,1977,9,DM,M,35.0,40.0,Dipodomys,merriami,Rodent
1469,371,11,12,1977,13,DM,M,36.0,40.0,Dipodomys,merriami,Rodent
1470,372,11,12,1977,22,DM,F,36.0,35.0,Dipodomys,merriami,Rodent
1471,373,11,12,1977,6,DM,M,34.0,36.0,Dipodomys,merriami,Rodent
1472,374,11,12,1977,18,DM,M,37.0,44.0,Dipodomys,merriami,Rodent
1473,379,11,13,1977,14,DM,M,36.0,44.0,Dipodomys,merriami,Rodent
1474,380,11,13,1977,17,DM,F,33.0,38.0,Dipodomys,merriami,Rodent
1475,382,11,13,1977,17,DM,M,37.0,40.0,Dipodomys,merriami,Rodent
1476,384,11,13,1977,11,DM,M,36.0,37.0,Dipodomys,merriami,Rodent
1477,388,11,13,1977,11,DM,F,36.0,39.0,Dipodomys,merriami,Rodent
1478,395,11,13,1977,14,DM,M,36.0,43.0,Dipodomys,merriami,Rodent
1479,396,11,13,1977,14,DM,F,36.0,40.0,Dipodomys,merriami,Rodent
1480,399,11,13,1977,17,DM,F,36.0,39.0,Dipodomys,merriami,Rodent
1481,404,11,14,1977,12,DM,M,37.0,40.0,Dipodomys,merriami,Rodent
1482,409,11,14,1977,12,DM,F,36.0,38.0,Dipodomys,merriami,Rodent
1483,411,11,14,1977,5,DM,M,36.0,42.0,Dipodomys,merriami,Rodent
1484,415,11,14,1977,5,DM,F,36.0,41.0,Dipodomys,merriami,Rodent
1485,420,12,10,1977,13,DM,F,38.0,48.0,Dipodomys,merriami,Rodent
1486,422,12,10,1977,2,DM,F,37.0,42.0,Dipodomys,merriami,Rodent
1487,423,12,10,1977,13,DM,M,36.0,42.0,Dipodomys,merriami,Rodent
1488,424,12,10,1977,2,DM,M,37.0,52.0,Dipodomys,merriami,Rodent
1489,425,12,10,1977,20,DM,F,36.0,38.0,Dipodomys,merriami,Rodent
1490,426,12,10,1977,22,DM,M,36.0,45.0,Dipodomys,merriami,Rodent
1491,427,12,10,1977,2,DM,F,37.0,37.0,Dipodomys,merriami,Rodent
1492,429,12,10,1977,1,DM,M,,38.0,Dipodomys,merriami,Rodent
1493,433,12,10,1977,9,DM,M,38.0,44.0,Dipodomys,merriami,Rodent
1494,436,12,10,1977,18,DM,F,37.0,33.0,Dipodomys,merriami,Rodent
1495,437,12,10,1977,18,DM,F,37.0,38.0,Dipodomys,merriami,Rodent
1496,438,12,10,1977,2,DM,M,36.0,47.0,Dipodomys,merriami,Rodent
1497,439,12,10,1977,20,DM,F,36.0,39.0,Dipodomys,merriami,Rodent
1498,443,12,10,1977,13,DM,M,35.0,42.0,Dipodomys,merriami,Rodent
1499,444,12,10,1977,6,DM,M,38.0,36.0,Dipodomys,merriami,Rodent
1500,447,12,10,1977,18,DM,M,37.0,44.0,Dipodomys,merriami,Rodent
1501,449,12,10,1977,2,DM,M,35.0,43.0,Dipodomys,merriami,Rodent
1502,453,12,10,1977,9,DM,M,36.0,42.0,Dipodomys,merriami,Rodent
1503,454,12,10,1977,1,DM,F,36.0,38.0,Dipodomys,merriami,Rodent
1504,461,12,11,1977,14,DM,M,36.0,41.0,Dipodomys,merriami,Rodent
1505,462,12,11,1977,17,DM,M,36.0,40.0,Dipodomys,merriami,Rodent
1506,468,12,11,1977,11,DM,M,35.0,37.0,Dipodomys,merriami,Rodent
1507,479,12,11,1977,14,DM,F,36.0,40.0,Dipodomys,merriami,Rodent
1508,481,12,11,1977,17,DM,F,35.0,37.0,Dipodomys,merriami,Rodent
1509,482,12,11,1977,17,DM,M,37.0,46.0,Dipodomys,merriami,Rodent
1510,484,12,11,1977,11,DM,F,37.0,38.0,Dipodomys,merriami,Rodent
1511,487,12,11,1977,12,DM,F,38.0,36.0,Dipodomys,merriami,Rodent
1512,488,12,11,1977,12,DM,M,37.0,41.0,Dipodomys,merriami,Rodent
1513,490,12,11,1977,14,DM,M,37.0,44.0,Dipodomys,merriami,Rodent
1514,496,12,11,1977,17,DM,F,36.0,37.0,Dipodomys,merriami,Rodent
1515,502,12,11,1977,5,DM,F,36.0,43.0,Dipodomys,merriami,Rodent
1516,505,1,8,1978,13,DM,M,36.0,43.0,Dipodomys,merriami,Rodent
1517,507,1,8,1978,2,DM,M,35.0,44.0,Dipodomys,merriami,Rodent
1518,508,1,8,1978,20,DM,F,36.0,36.0,Dipodomys,merriami,Rodent
1519,511,1,8,1978,2,DM,M,36.0,38.0,Dipodomys,merriami,Rodent
1520,516,1,8,1978,9,DM,M,38.0,46.0,Dipodomys,merriami,Rodent
1521,518,1,8,1978,2,DM,M,36.0,38.0,Dipodomys,merriami,Rodent
1522,519,1,8,1978,2,DM,M,38.0,48.0,Dipodomys,merriami,Rodent
1523,521,1,8,1978,2,DM,M,36.0,43.0,Dipodomys,merriami,Rodent
1524,522,1,8,1978,2,DM,F,37.0,35.0,Dipodomys,merriami,Rodent
1525,523,1,8,1978,2,DM,M,36.0,43.0,Dipodomys,merriami,Rodent
1526,524,1,8,1978,20,DM,,,,Dipodomys,merriami,Rodent
1527,525,1,8,1978,6,DM,M,34.0,36.0,Dipodomys,merriami,Rodent
1528,527,1,8,1978,2,DM,F,37.0,37.0,Dipodomys,merriami,Rodent
1529,529,1,8,1978,9,DM,M,36.0,43.0,Dipodomys,merriami,Rodent
1530,530,1,8,1978,13,DM,M,37.0,42.0,Dipodomys,merriami,Rodent
1531,533,1,8,1978,2,DM,M,,45.0,Dipodomys,merriami,Rodent
1532,538,1,9,1978,17,DM,M,36.0,40.0,Dipodomys,merriami,Rodent
1533,539,1,9,1978,17,DM,F,34.0,37.0,Dipodomys,merriami,Rodent
1534,541,1,9,1978,11,DM,M,36.0,40.0,Dipodomys,merriami,Rodent
1535,542,1,9,1978,1,DM,M,36.0,40.0,Dipodomys,merriami,Rodent
1536,545,1,9,1978,1,DM,F,38.0,36.0,Dipodomys,merriami,Rodent
1537,549,1,9,1978,11,DM,M,38.0,44.0,Dipodomys,merriami,Rodent
1538,550,1,9,1978,14,DM,F,36.0,40.0,Dipodomys,merriami,Rodent
1539,556,1,9,1978,17,DM,F,36.0,38.0,Dipodomys,merriami,Rodent
1540,557,1,9,1978,11,DM,F,37.0,39.0,Dipodomys,merriami,Rodent
